date,open,high,low,close,adjusted_close,volume
2023-05-30,0.9684,0.9703,0.9673,0.9684,0.9684,0
2023-05-31,0.9722,0.9747,0.9709,0.9722,0.9722,0
2023-06-01,0.973,0.9758,0.9712,0.973,0.973,0
2023-06-02,0.9744,0.976,0.9727,0.9744,0.9744,0
2023-06-05,0.9731,0.975,0.9701,0.9731,0.9731,0
2023-06-06,0.9704,0.9714,0.9688,0.9704,0.9704,0
2023-06-07,0.9703,0.9728,0.9689,0.9703,0.9703,0
2023-06-08,0.9738,0.9761,0.9691,0.9738,0.9738,0
2023-06-09,0.9691,0.9718,0.9685,0.9691,0.9691,0
2023-06-12,0.971,0.9779,0.9705,0.9713,0.9713,0
2023-06-13,0.9777,0.9795,0.9754,0.9777,0.9777,0
2023-06-14,0.9766,0.977,0.973,0.9766,0.9766,0
2023-06-15,0.976,0.9789,0.975,0.976,0.976,0
2023-06-16,0.976,0.978,0.9746,0.976,0.976,0
2023-06-19,0.9785,0.9799,0.9766,0.9785,0.9785,0
2023-06-20,0.9786,0.9813,0.9783,0.9786,0.9786,0
2023-06-21,0.9802,0.9819,0.9791,0.9802,0.9802,0
2023-06-22,0.9809,0.9841,0.979,0.9809,0.9809,0
2023-06-23,0.9805,0.9814,0.975,0.9805,0.9805,0
2023-06-26,0.9769,0.9776,0.9727,0.9769,0.9769,0
2023-06-27,0.9772,0.9822,0.9771,0.9772,0.9772,0
2023-06-28,0.9792,0.9822,0.978,0.9792,0.9792,0
2023-06-29,0.9788,0.9806,0.9766,0.9788,0.9788,0
2023-06-30,0.9772,0.9788,0.9756,0.9772,0.9772,0
2023-07-03,0.9764,0.9804,0.976,0.9764,0.9764,0
2023-07-04,0.9778,0.9783,0.9753,0.9778,0.9778,0
2023-07-05,0.9758,0.9789,0.9757,0.9758,0.9758,0
2023-07-06,0.9753,0.9764,0.9737,0.9753,0.9753,0
2023-07-07,0.9749,0.9761,0.9737,0.9749,0.9749,0
2023-07-10,0.9749,0.9762,0.9739,0.9749,0.9749,0
2023-07-11,0.9741,0.9745,0.9677,0.9741,0.9741,0
2023-07-12,0.9678,0.9693,0.9631,0.9678,0.9678,0
2023-07-13,0.9654,0.9656,0.9608,0.9654,0.9654,0
2023-07-14,0.9642,0.9686,0.9622,0.9642,0.9642,0
2023-07-17,0.9678,0.9679,0.9643,0.9678,0.9678,0
2023-07-18,0.9668,0.9671,0.9628,0.9668,0.9668,0
2023-07-19,0.963,0.9649,0.9615,0.963,0.963,0
2023-07-20,0.9613,0.9659,0.9603,0.9613,0.9613,0
2023-07-21,0.9645,0.965,0.9619,0.9645,0.9645,0
2023-07-24,0.9637,0.9645,0.9587,0.9637,0.9637,0
2023-07-25,0.9623,0.963,0.9549,0.9623,0.9623,0
2023-07-26,0.9553,0.956,0.9535,0.9553,0.9553,0
2023-07-27,0.9545,0.9556,0.9522,0.9545,0.9545,0
2023-07-28,0.9538,0.959,0.9525,0.9538,0.9538,0
2023-07-31,0.9589,0.9622,0.9555,0.9589,0.9589,0
2023-08-01,0.9586,0.9623,0.9578,0.9586,0.9586,0
