date,open,high,low,close,adjusted_close,volume
2023-10-27,1.2136,1.2163,1.2106,1.2123,1.2123,272
2023-10-29,1.2123,1.2127,1.2111,1.2113,1.2113,125
2023-10-30,1.2113,1.2175,1.209,1.2164,1.2164,207
2023-10-31,1.2164,1.2201,1.212,1.215,1.215,380
2023-11-01,1.2151,1.2182,1.2096,1.2182,1.2182,469
2023-11-02,1.2182,1.2226,1.2155,1.219,1.219,239
2023-11-03,1.219,1.239,1.2185,1.238,1.238,60
2023-11-05,1.2374,1.2378,1.2368,1.2372,1.2372,74
2023-11-06,1.2372,1.2429,1.2338,1.2344,1.2344,294
2023-11-07,1.2344,1.2347,1.2263,1.2291,1.2291,677
2023-11-08,1.2291,1.2302,1.2242,1.2285,1.2285,421
2023-11-09,1.2285,1.2309,1.2213,1.2216,1.2216,610
2023-11-10,1.2216,1.2238,1.2187,1.2227,1.2227,257
2023-11-12,1.2226,1.2232,1.2216,1.223,1.223,105
2023-11-13,1.223,1.2281,1.2223,1.228,1.228,72
2023-11-14,1.228,1.2506,1.2265,1.2494,1.2494,141
2023-11-15,1.2494,1.2498,1.2404,1.2422,1.2422,740
2023-11-16,1.2422,1.2456,1.2377,1.2414,1.2414,384
2023-11-17,1.2415,1.2465,1.2374,1.2462,1.2462,345
2023-11-19,1.2451,1.2518,1.2446,1.2504,1.2504,92328
2023-11-20,1.247,1.2518,1.2461,1.2508,1.2508,85
2023-11-21,1.2508,1.2559,1.2505,1.2544,1.2544,48
2023-11-22,1.2544,1.255,1.2449,1.2489,1.2489,772
2023-11-23,1.2489,1.2573,1.2489,1.2533,1.2533,22
2023-11-24,1.2533,1.2615,1.2525,1.2609,1.2609,86
2023-11-26,1.2603,1.2607,1.2599,1.26,1.26,58
2023-11-27,1.26,1.2644,1.2591,1.2635,1.2635,86
2023-11-28,1.2635,1.2715,1.2607,1.2713,1.2713,240
2023-11-29,1.2713,1.2733,1.2665,1.2695,1.2695,397
2023-11-30,1.2695,1.2711,1.2604,1.2631,1.2631,741
2023-12-01,1.2631,1.2716,1.2614,1.2711,1.2711,158
2023-12-03,1.2706,1.2725,1.2698,1.2711,1.2711,83
2023-12-04,1.2712,1.2713,1.2604,1.2634,1.2634,865
2023-12-05,1.2634,1.2652,1.2577,1.2595,1.2595,464
2023-12-06,1.2595,1.2614,1.2552,1.2558,1.2558,359
2023-12-07,1.2558,1.2613,1.2545,1.2588,1.2588,128
2023-12-08,1.2588,1.2602,1.2503,1.2549,1.2549,698
2023-12-10,1.2541,1.2555,1.2536,1.2554,1.2554,61
2023-12-11,1.2555,1.2591,1.2535,1.2554,1.2554,173
2023-12-12,1.2554,1.2616,1.2514,1.2569,1.2569,333
2023-12-13,1.2569,1.2635,1.2501,1.2621,1.2621,561
2023-12-14,1.2621,1.2794,1.2612,1.2771,1.2771,92
2023-12-15,1.2771,1.279,1.2669,1.2681,1.2681,819
2023-12-17,1.2676,1.2678,1.2666,1.2672,1.2672,97
2023-12-18,1.2672,1.2704,1.2629,1.2653,1.2653,358
2023-12-19,1.2653,1.2762,1.265,1.273,1.273,47
2023-12-20,1.273,1.273,1.2625,1.264,1.264,844
2023-12-21,1.264,1.2696,1.2612,1.2683,1.2683,239
2023-12-22,1.2683,1.2744,1.2679,1.2698,1.2698,53
2023-12-25,1.269,1.2713,1.2688,1.2704,1.2704,34
2023-12-26,1.2704,1.2731,1.2685,1.2726,1.2726,175
2023-12-27,1.2726,1.2803,1.2699,1.28,1.28,234
2023-12-28,1.28,1.2828,1.2713,1.2735,1.2735,702
2023-12-29,1.2735,1.2773,1.2701,1.2731,1.2731,286
2024-01-01,1.2728,1.2735,1.2721,1.2728,1.2728,74
2024-01-02,1.2728,1.276,1.2611,1.2623,1.2623,936
2024-01-03,1.2623,1.2677,1.2616,1.2673,1.2673,73
2024-01-04,1.2673,1.273,1.2657,1.2682,1.2682,147
2024-01-05,1.2682,1.2771,1.2612,1.2719,1.2719,571
2024-01-07,1.2721,1.2722,1.2709,1.2717,1.2717,119
2024-01-08,1.2717,1.2767,1.2674,1.2742,1.2742,364
2024-01-09,1.2741,1.2765,1.269,1.2711,1.2711,425
2024-01-10,1.2711,1.2745,1.2686,1.2744,1.2744,216
2024-01-11,1.2745,1.2786,1.269,1.2779,1.2779,445
2024-01-12,1.2779,1.2786,1.272,1.2754,1.2754,484
2024-01-14,1.2747,1.2752,1.2735,1.2736,1.2736,110
2024-01-15,1.2736,1.2766,1.2713,1.2716,1.2716,199
2024-01-16,1.2715,1.2717,1.262,1.2638,1.2638,772
2024-01-17,1.2638,1.2697,1.2597,1.2677,1.2677,346
2024-01-18,1.2677,1.2712,1.2648,1.2711,1.2711,247
2024-01-19,1.2711,1.2715,1.2662,1.2704,1.2704,412
2024-01-21,1.2692,1.2709,1.2691,1.27,1.27,25
2024-01-22,1.27,1.2733,1.2687,1.2706,1.2706,118
2024-01-23,1.2706,1.2747,1.2649,1.2692,1.2692,468
2024-01-24,1.2691,1.2775,1.2686,1.2718,1.2718,64
2024-01-25,1.2718,1.2743,1.2682,1.2706,1.2706,306
2024-01-26,1.2706,1.2759,1.2676,1.2702,1.2702,260
2024-01-28,1.2699,1.2705,1.2691,1.2697,1.2697,80
2024-01-29,1.2697,1.2719,1.2662,1.2713,1.2713,293
2024-01-30,1.2713,1.2721,1.264,1.2695,1.2695,588
2024-01-31,1.2695,1.2751,1.2658,1.268,1.268,308
2024-02-01,1.268,1.2756,1.2626,1.2746,1.2746,448
2024-02-02,1.2746,1.2772,1.2614,1.2633,1.2633,1056
2024-02-04,1.2635,1.2639,1.2611,1.2622,1.2622,209
2024-02-05,1.2622,1.263,1.2518,1.2534,1.2534,837
2024-02-06,1.2534,1.2606,1.2534,1.2604,1.2604,22
2024-02-07,1.2604,1.2642,1.2597,1.2627,1.2627,73
2024-02-08,1.2627,1.2639,1.2572,1.2621,1.2621,454
2024-02-09,1.2621,1.2643,1.2599,1.2628,1.2628,190
2024-02-11,1.2625,1.2637,1.2624,1.2637,1.2637,26
2024-02-12,1.2637,1.2655,1.2606,1.2627,1.2627,260
2024-02-13,1.2627,1.2695,1.2573,1.259,1.259,445
2024-02-14,1.259,1.2611,1.2536,1.2568,1.2568,452
2024-02-15,1.2568,1.2605,1.2541,1.2599,1.2599,230
2024-02-16,1.2599,1.2625,1.2551,1.2603,1.2603,399
2024-02-18,1.2607,1.2611,1.2599,1.2611,1.2611,81
2024-02-19,1.2611,1.263,1.2584,1.2588,1.2588,234
2024-02-20,1.2587,1.2669,1.258,1.2625,1.2625,81
2024-02-21,1.2625,1.2642,1.2603,1.2639,1.2639,196
2024-02-22,1.2638,1.271,1.2612,1.2662,1.2662,231
2024-02-23,1.2662,1.2701,1.2649,1.2671,1.2671,124
2024-02-25,1.2677,1.2683,1.2669,1.267,1.267,80
2024-02-26,1.2671,1.27,1.2657,1.2684,1.2684,128
2024-02-27,1.2684,1.2697,1.266,1.268,1.268,208
2024-02-28,1.2681,1.2684,1.2622,1.2662,1.2662,482
2024-02-29,1.2662,1.2682,1.2613,1.2627,1.2627,405
2024-03-01,1.2627,1.2664,1.26,1.2652,1.2652,233
2024-03-03,1.2654,1.2662,1.2651,1.2661,1.2661,39
2024-03-04,1.266,1.2707,1.2656,1.269,1.269,53
2024-03-05,1.269,1.2735,1.2671,1.2704,1.2704,164
2024-03-06,1.2704,1.2762,1.269,1.2736,1.2736,131
2024-03-07,1.2736,1.2814,1.2723,1.2813,1.2813,119
2024-03-08,1.2813,1.2894,1.2801,1.2858,1.2858,114
2024-03-10,1.2862,1.2864,1.2848,1.2856,1.2856,124
2024-03-11,1.2856,1.2862,1.2795,1.2818,1.2818,489
2024-03-12,1.2818,1.2824,1.2746,1.2795,1.2795,581
2024-03-13,1.2795,1.2811,1.2775,1.2801,1.2801,178
